species,class,order,family,mass_kg,brain_size,brain_units,source
Arenaria interpres,Aves,Charadriiformes,Scolopacidae,0.1115,0.00138824,kg,AnimalTraits
Calidris alba,Aves,Charadriiformes,Scolopacidae,0.0545,0.00104636,kg,AnimalTraits
Calidris ruficollis,Aves,Charadriiformes,Scolopacidae,0.0268,0.00068376,kg,AnimalTraits
Calidris melanotos,Aves,Charadriiformes,Scolopacidae,0.0609,0.00112924,kg,AnimalTraits
Calidris acuminata,Aves,Charadriiformes,Scolopacidae,0.0646,0.00102564,kg,AnimalTraits
Calidris ferruginea,Aves,Charadriiformes,Scolopacidae,0.0552,0.00102564,kg,AnimalTraits
Menura novaehollandiae,Aves,Passeriformes,Menuridae,0.91,0.0105,kg,AnimalTraits
Pica nuttalli,Aves,Passeriformes,Corvidae,0.16,0.0043,kg,AnimalTraits
Ptilostomus afer,Aves,Passeriformes,Corvidae,0.13,0.0029,kg,AnimalTraits
Corvus rhipidurus,Aves,Passeriformes,Corvidae,0.745,0.0094,kg,AnimalTraits
Corvus cryptoleucus,Aves,Passeriformes,Corvidae,0.535,0.0087,kg,AnimalTraits
Corvus caurinus,Aves,Passeriformes,Corvidae,0.39,0.007,kg,AnimalTraits
Corvus ossifragus,Aves,Passeriformes,Corvidae,0.285,0.0067,kg,AnimalTraits
Corvus palmarum,Aves,Passeriformes,Corvidae,0.29,0.0059,kg,AnimalTraits
Corvus nasicus,Aves,Passeriformes,Corvidae,0.36,0.0059,kg,AnimalTraits
Corvus enca,Aves,Passeriformes,Corvidae,0.24,0.0066,kg,AnimalTraits
Corvus orru,Aves,Passeriformes,Corvidae,0.435,0.0081,kg,AnimalTraits
Corvus bennetti,Aves,Passeriformes,Corvidae,0.43,0.0079,kg,AnimalTraits
Corvus tristis,Aves,Passeriformes,Corvidae,0.635,0.0103,kg,AnimalTraits
Corvus moneduloides,Aves,Passeriformes,Corvidae,0.275,0.0063,kg,AnimalTraits
Corvus macrorhynchos,Aves,Passeriformes,Corvidae,0.49,0.0097,kg,AnimalTraits
Corvus splendens,Aves,Passeriformes,Corvidae,0.295,0.0057,kg,AnimalTraits
Pyrrhocorax graculus,Aves,Passeriformes,Corvidae,0.15,0.0035,kg,AnimalTraits
Pyrrhocorax pyrrhocorax,Aves,Passeriformes,Corvidae,0.3,0.0061,kg,AnimalTraits
Podoces hendersoni,Aves,Passeriformes,Corvidae,0.12,0.0039,kg,AnimalTraits
Nucifraga caryocatactes,Aves,Passeriformes,Corvidae,0.16,0.0054,kg,AnimalTraits
Gymnorhinus cyanocephalus,Aves,Passeriformes,Corvidae,0.105,0.0026,kg,AnimalTraits
Cyanopica cyanus,Aves,Passeriformes,Corvidae,0.07,0.0027,kg,AnimalTraits
Aphelocoma coerulescens,Aves,Passeriformes,Corvidae,0.08,0.0028,kg,AnimalTraits
Aphelocoma ultramarina,Aves,Passeriformes,Corvidae,0.125,0.0037,kg,AnimalTraits
Cyanolyca argentigula,Aves,Passeriformes,Corvidae,0.2,0.0026,kg,AnimalTraits
Cyanolyca viridicyanea,Aves,Passeriformes,Corvidae,0.1,0.0033,kg,AnimalTraits
Cissilopha beecheii,Aves,Passeriformes,Corvidae,0.195,0.0043,kg,AnimalTraits
Cissilopha sanblasiana,Aves,Passeriformes,Corvidae,0.11,0.003,kg,AnimalTraits
Cissilopha melanocyanea,Aves,Passeriformes,Corvidae,0.11,0.0033,kg,AnimalTraits
Cyanocorax yncas,Aves,Passeriformes,Corvidae,0.08,0.0024,kg,AnimalTraits
Cyanocorax affinis,Aves,Passeriformes,Corvidae,0.21,0.0037,kg,AnimalTraits
Cyanocorax chrysops,Aves,Passeriformes,Corvidae,0.155,0.0027,kg,AnimalTraits
Cyanocorax cayanus,Aves,Passeriformes,Corvidae,0.175,0.0042,kg,AnimalTraits
Cyanocorax violaceus,Aves,Passeriformes,Corvidae,0.26,0.0047,kg,AnimalTraits
Cyanocorax cyanomelas,Aves,Passeriformes,Corvidae,0.22,0.0038,kg,AnimalTraits
Cyanocorax caeruleus,Aves,Passeriformes,Corvidae,0.27,0.0037,kg,AnimalTraits
Psilorhinus morio,Aves,Passeriformes,Corvidae,0.205,0.005,kg,AnimalTraits
Calocitta formosa,Aves,Passeriformes,Corvidae,0.21,0.0042,kg,AnimalTraits
Cyanocitta stelleri,Aves,Passeriformes,Corvidae,0.13,0.0034,kg,AnimalTraits
Perisoreus infaustus,Aves,Passeriformes,Corvidae,0.085,0.0027,kg,AnimalTraits
Perisoreus canadensis,Aves,Passeriformes,Corvidae,0.075,0.0024,kg,AnimalTraits
Dendrocitta formosae,Aves,Passeriformes,Corvidae,0.105,0.0024,kg,AnimalTraits
Urocissa caerulea,Aves,Passeriformes,Corvidae,0.215,0.0046,kg,AnimalTraits
Cissa chinensis,Aves,Passeriformes,Corvidae,0.125,0.003,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,2.6059e-05,5.51e-07,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,1.5219e-05,5.15e-07,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,2.3594e-05,5.64e-07,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,1.4298e-05,4.4e-07,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,1.716e-05,5.2e-07,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,2.0997e-05,5.33e-07,kg,AnimalTraits
Myrmecia croslandi,Insecta,Hymenoptera,Formicidae,2.4925e-05,5.61e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,2.4624e-05,8.45e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,7.3623e-05,1.213e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,2.3351e-05,8.5e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,7.0207e-05,1.174e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,0.000110076,1.292e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,9.883e-05,1.365e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,1.9895e-05,7.88e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,2.9103e-05,8.44e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,5.5055e-05,9.75e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,6.8202e-05,1.104e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,4.1244e-05,1.022e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,0.000109074,1.267e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,2.6048e-05,8.74e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,8.9034e-05,1.164e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,4.8029e-05,9.21e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,8.0886e-05,1.152e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,7.6072e-05,1.121e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,2.6048e-05,8.74e-07,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,8.221e-05,1.117e-06,kg,AnimalTraits
Myrmecia gulosa,Insecta,Hymenoptera,Formicidae,3.6819e-05,9.67e-07,kg,AnimalTraits
Myrmecia nigrocincta,Insecta,Hymenoptera,Formicidae,1.9483e-05,5.68e-07,kg,AnimalTraits
Myrmecia nigrocincta,Insecta,Hymenoptera,Formicidae,1.6239e-05,5.77e-07,kg,AnimalTraits
Myrmecia nigrocincta,Insecta,Hymenoptera,Formicidae,1.6906e-05,6.13e-07,kg,AnimalTraits
Myrmecia nigrocincta,Insecta,Hymenoptera,Formicidae,1.9621e-05,5.83e-07,kg,AnimalTraits
Myrmecia nigrocincta,Insecta,Hymenoptera,Formicidae,1.1947e-05,5.11e-07,kg,AnimalTraits
Myrmecia nigrocincta,Insecta,Hymenoptera,Formicidae,1.5607e-05,5.76e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,3.2521e-05,7.12e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,9.3735e-05,9.82e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,5.638e-05,9.27e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,9.4044e-05,9.68e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,8.3526e-05,9.9e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,3.8383e-05,7.57e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,3.077e-05,7.81e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,7.6884e-05,9.85e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,5.8001e-05,8.38e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,7.1297e-05,9.81e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,6.0711e-05,9.21e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,8.5927e-05,9.58e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,6.5596e-05,9.71e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,4.0866e-05,7.65e-07,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,9.5688e-05,1.02e-06,kg,AnimalTraits
Myrmecia tarsata,Insecta,Hymenoptera,Formicidae,3.5842e-05,7.35e-07,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,5.3375e-05,1.033e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,0.00017698,1.588e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,0.00017355,1.687e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,5.6575e-05,1.251e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,0.000106208,1.394e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,7.2338e-05,1.125e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,4.198e-05,9.1e-07,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,9.7124e-05,1.4e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,0.000147656,1.573e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,4.1681e-05,1.149e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,2.4273e-05,8.65e-07,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,2.2167e-05,8.39e-07,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,5.7414e-05,1.44e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,6.6934e-05,1.28e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,0.000100186,1.4e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,8.3857e-05,1.268e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,0.000105375,1.384e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,7.2835e-05,1.182e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,3.3988e-05,8.76e-07,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,4.6325e-05,9.04e-07,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,7.017e-05,1.101e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,8.9125e-05,1.22e-06,kg,AnimalTraits
Myrmecia midas,Insecta,Hymenoptera,Formicidae,8.7207e-05,1.284e-06,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,2.9772e-05,8.02e-07,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,3.788e-05,7.74e-07,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,4.0513e-05,8.45e-07,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,5.1948e-05,8.5e-07,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,7.7081e-05,1.121e-06,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,7.433e-05,1.125e-06,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,8.2891e-05,1.07e-06,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,9.9754e-05,1.232e-06,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,8.9543e-05,1.099e-06,kg,AnimalTraits
Myrmecia nigriceps,Insecta,Hymenoptera,Formicidae,8.3681e-05,1.113e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,4.0145e-05,9.74e-07,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,4.9047e-05,1.061e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,6.2603e-05,1.2e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,7.7132e-05,1.237e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,8.3928e-05,1.301e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,9.4456e-05,1.35e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,4.5646e-05,9.5e-07,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,2.2306e-05,6.07e-07,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,2.6676e-05,7.45e-07,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,0.000119796,1.471e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,0.000102054,1.373e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,0.000127825,1.509e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,0.000121093,1.525e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,2.7773e-05,7.82e-07,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,3.2848e-05,8.4e-07,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,5.2452e-05,1.082e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,6.0025e-05,1.094e-06,kg,AnimalTraits
Myrmecia pyriformis,Insecta,Hymenoptera,Formicidae,7.2051e-05,1.225e-06,kg,AnimalTraits
Bombus impatiens,Insecta,Hymenoptera,Apidae,0.0002795,1.20176e-06,kg,AnimalTraits
Apis mellifera,Insecta,Hymenoptera,Apidae,8.4e-05,6.6304e-07,kg,AnimalTraits
Acromyrmex echinatior,Insecta,Hymenoptera,Formicidae,1.1451e-05,1.27e-07,kg,AnimalTraits
Apterostigma sp.1,Insecta,Hymenoptera,Formicidae,6.235e-07,4.2e-08,kg,AnimalTraits
Apterostigma sp.2,Insecta,Hymenoptera,Formicidae,7.37e-07,5.1e-08,kg,AnimalTraits
Apterostigma sp.3,Insecta,Hymenoptera,Formicidae,2.381e-06,8.2e-08,kg,AnimalTraits
Atta colombica,Insecta,Hymenoptera,Formicidae,2.4978e-05,1.15e-07,kg,AnimalTraits
Cyphomyrmex cornutus,Insecta,Hymenoptera,Formicidae,3.9e-07,2.9e-08,kg,AnimalTraits
Cyphomyrmex longiscapus,Insecta,Hymenoptera,Formicidae,3.88e-07,2.8e-08,kg,AnimalTraits
Cyphomyrmex muelleri,Insecta,Hymenoptera,Formicidae,5.32e-07,3.3e-08,kg,AnimalTraits
Cyphomyrmex sp.,Insecta,Hymenoptera,Formicidae,4.1e-07,3e-08,kg,AnimalTraits
Mycetophylax sp.,Insecta,Hymenoptera,Formicidae,1.4865e-06,4.7e-08,kg,AnimalTraits
Mycocepurus smithii,Insecta,Hymenoptera,Formicidae,3.2e-07,2.2e-08,kg,AnimalTraits
Myrmicocrypta ednaella,Insecta,Hymenoptera,Formicidae,3.195e-07,2.3e-08,kg,AnimalTraits
Sericomyrmex sp.,Insecta,Hymenoptera,Formicidae,1.3205e-06,5.3e-08,kg,AnimalTraits
Trachymyrmex coniktzi,Insecta,Hymenoptera,Formicidae,9.01e-07,4.7e-08,kg,AnimalTraits
Trachymyrmex coniktzi,Insecta,Hymenoptera,Formicidae,1.2355e-06,6e-08,kg,AnimalTraits
Trachymyrmex sp.1,Insecta,Hymenoptera,Formicidae,1.1825e-06,5e-08,kg,AnimalTraits
Trachymyrmex sp.2,Insecta,Hymenoptera,Formicidae,2.261e-06,7e-08,kg,AnimalTraits
Trachymyrmex zeteki,Insecta,Hymenoptera,Formicidae,2.1265e-06,6.4e-08,kg,AnimalTraits
Cephalotes atratus,Insecta,Hymenoptera,Formicidae,3.17655e-05,4.17e-07,kg,AnimalTraits
Cephalotes sp.,Insecta,Hymenoptera,Formicidae,7.36e-06,1.4e-07,kg,AnimalTraits
Cephalotes umbraculatus,Insecta,Hymenoptera,Formicidae,7.98e-06,1.6e-07,kg,AnimalTraits
Crematogaster sp.,Insecta,Hymenoptera,Formicidae,7.95e-07,4.4e-08,kg,AnimalTraits
Megalomyrmex sp.1,Insecta,Hymenoptera,Formicidae,1.37e-07,1e-08,kg,AnimalTraits
Megalomyrmex sp.2,Insecta,Hymenoptera,Formicidae,1.189e-06,4.7e-08,kg,AnimalTraits
Monomorium floricola,Insecta,Hymenoptera,Formicidae,6.5e-08,6e-09,kg,AnimalTraits
Monomorium trageri,Insecta,Hymenoptera,Formicidae,1.01e-07,1e-08,kg,AnimalTraits
Pheidole obscurithorax,Insecta,Hymenoptera,Formicidae,5.54e-07,3e-08,kg,AnimalTraits
Pheidole sp.1,Insecta,Hymenoptera,Formicidae,9.3e-08,8e-09,kg,AnimalTraits
Pheidole sp.2,Insecta,Hymenoptera,Formicidae,2.34e-07,1.6e-08,kg,AnimalTraits
Pheidole sp.3,Insecta,Hymenoptera,Formicidae,6.9e-08,8e-09,kg,AnimalTraits
Pheidole sp.4,Insecta,Hymenoptera,Formicidae,1.02e-07,1.1e-08,kg,AnimalTraits
Pheidole sp.5,Insecta,Hymenoptera,Formicidae,2.54e-07,2e-08,kg,AnimalTraits
Pheidole sp.6,Insecta,Hymenoptera,Formicidae,1.22e-07,1.3e-08,kg,AnimalTraits
Pheidole sp.7,Insecta,Hymenoptera,Formicidae,1.027e-06,4.9e-08,kg,AnimalTraits
Pheidole sp.8,Insecta,Hymenoptera,Formicidae,1.1645e-06,4.7e-08,kg,AnimalTraits
Pheidole sp.9,Insecta,Hymenoptera,Formicidae,5.29e-07,2.8e-08,kg,AnimalTraits
Pogonomyrmex badius,Insecta,Hymenoptera,Formicidae,2.1941e-05,1.39e-07,kg,AnimalTraits
Solenopsis sp.1,Insecta,Hymenoptera,Formicidae,9.85e-08,1e-08,kg,AnimalTraits
Solenopsis sp.2,Insecta,Hymenoptera,Formicidae,4.73e-07,3.1e-08,kg,AnimalTraits
Wasmannia aurpunctata,Insecta,Hymenoptera,Formicidae,1.09e-07,7e-09,kg,AnimalTraits
Ectatomma ruidum,Insecta,Hymenoptera,Formicidae,1.0531e-05,2.2e-07,kg,AnimalTraits
Ectatomma tuberculatum,Insecta,Hymenoptera,Formicidae,1.852e-05,3.87e-07,kg,AnimalTraits
Gnamptogenys sp.1,Insecta,Hymenoptera,Formicidae,5.76e-07,2.8e-08,kg,AnimalTraits
Gnamptogenys sp.2,Insecta,Hymenoptera,Formicidae,9.873e-06,2.44e-07,kg,AnimalTraits
Azteca sp.1,Insecta,Hymenoptera,Formicidae,7.17e-07,5.1e-08,kg,AnimalTraits
Azteca sp.2,Insecta,Hymenoptera,Formicidae,1.743e-06,7.2e-08,kg,AnimalTraits
Dolichoderus sp.,Insecta,Hymenoptera,Formicidae,4.5825e-06,1.38e-07,kg,AnimalTraits
Tapinoma melanocephalum,Insecta,Hymenoptera,Formicidae,1.32e-07,1.1e-08,kg,AnimalTraits
Brachymyrmex sp.1,Insecta,Hymenoptera,Formicidae,4.4e-08,6e-09,kg,AnimalTraits
Brachymyrmex sp.2,Insecta,Hymenoptera,Formicidae,7.45e-08,6e-09,kg,AnimalTraits
Camponotus sericeiventris,Insecta,Hymenoptera,Formicidae,3.739e-05,4.4e-07,kg,AnimalTraits
Camponotus sp.1,Insecta,Hymenoptera,Formicidae,5.0525e-06,1.84e-07,kg,AnimalTraits
Camponotus sp.2,Insecta,Hymenoptera,Formicidae,2.213e-05,2.95e-07,kg,AnimalTraits
Camponotus sp.3,Insecta,Hymenoptera,Formicidae,2.5665e-05,3.04e-07,kg,AnimalTraits
Paratrechina longicornis,Insecta,Hymenoptera,Formicidae,3.42e-07,2.8e-08,kg,AnimalTraits
Eciton burchellii,Insecta,Hymenoptera,Formicidae,1.7449e-05,2.02e-07,kg,AnimalTraits
Nomamyrmex sp.,Insecta,Hymenoptera,Formicidae,1.18945e-05,2.04e-07,kg,AnimalTraits
Odontomachus bauri,Insecta,Hymenoptera,Formicidae,1.57825e-05,2.12e-07,kg,AnimalTraits
Odontomachus brunneus,Insecta,Hymenoptera,Formicidae,6.1925e-06,1.92e-07,kg,AnimalTraits
Odontomachus hastatus,Insecta,Hymenoptera,Formicidae,2.5325e-05,4.3e-07,kg,AnimalTraits
Pachycondyla apicalis,Insecta,Hymenoptera,Formicidae,4.0717e-05,6.59e-07,kg,AnimalTraits
Pachycondyla obscuricornis,Insecta,Hymenoptera,Formicidae,1.51775e-05,3.97e-07,kg,AnimalTraits
Pachycondyla sp.1,Insecta,Hymenoptera,Formicidae,9.7e-06,1.9e-07,kg,AnimalTraits
Pachycondyla sp.2,Insecta,Hymenoptera,Formicidae,4.4785e-06,1.55e-07,kg,AnimalTraits
Pachycondyla sp.3,Insecta,Hymenoptera,Formicidae,2.723e-06,7.5e-08,kg,AnimalTraits
Pachycondyla villosa,Insecta,Hymenoptera,Formicidae,4.6435e-05,5.03e-07,kg,AnimalTraits
Paraponera clavata,Insecta,Hymenoptera,Formicidae,0.000168785,1.73e-06,kg,AnimalTraits
Pseudomyrmex sp.1,Insecta,Hymenoptera,Formicidae,2.889e-06,1.35e-07,kg,AnimalTraits
Pseudomyrmex sp.2,Insecta,Hymenoptera,Formicidae,4.985e-07,4.5e-08,kg,AnimalTraits
Pseudomyrmex sp.3,Insecta,Hymenoptera,Formicidae,5.228e-06,2.77e-07,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,6.917,0.06378,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,7.8245,0.06553,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,7.2575,0.06022,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,7.031,0.0549,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,7.484,0.0567,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,7.2575,0.0567,kg,AnimalTraits
Alouatta palliata,Mammalia,Primates,Atelidae,7.031,0.05313,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,2.268,0.0945,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,1.835,0.091,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,2.268,0.082,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,1.92,0.0955,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,2.155,0.095,kg,AnimalTraits
Saguinus oedipus,Mammalia,Primates,Callitrichidae,0.37,0.0097,kg,AnimalTraits
Saguinus oedipus,Mammalia,Primates,Callitrichidae,0.37,0.0092,kg,AnimalTraits
Aotus trivirgatus,Mammalia,Primates,Aotidae,0.63,0.0172,kg,AnimalTraits
Aotus trivirgatus,Mammalia,Primates,Aotidae,0.72,0.0172,kg,AnimalTraits
Saimiri sciureus,Mammalia,Primates,Cebidae,0.58,0.0231,kg,AnimalTraits
Saimiri sciureus,Mammalia,Primates,Cebidae,0.72,0.025,kg,AnimalTraits
Cebus albifrons,Mammalia,Primates,Cebidae,1.47,0.0607,kg,AnimalTraits
Cebus albifrons,Mammalia,Primates,Cebidae,1.77,0.0652,kg,AnimalTraits
Cebus apella,Mammalia,Primates,Cebidae,1.81,0.0626,kg,AnimalTraits
Cebus apella,Mammalia,Primates,Cebidae,2.77,0.0708,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,4.68,0.1077,kg,AnimalTraits
Ateles geoffroyi,Mammalia,Primates,Atelidae,4.76,0.1076,kg,AnimalTraits
Ateles paniscus,Mammalia,Primates,Atelidae,5.22,0.1012,kg,AnimalTraits
Ateles paniscus,Mammalia,Primates,Atelidae,5.04,0.1065,kg,AnimalTraits
Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,3.22,0.0661,kg,AnimalTraits
Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,5.23,0.0663,kg,AnimalTraits
Macaca fascicularis,Mammalia,Primates,Cercopithecidae,3.36,0.0619,kg,AnimalTraits
Macaca fascicularis,Mammalia,Primates,Cercopithecidae,4.74,0.07,kg,AnimalTraits
Macaca mulatta,Mammalia,Primates,Cercopithecidae,4.88,0.0852,kg,AnimalTraits
Macaca mulatta,Mammalia,Primates,Cercopithecidae,5.21,0.0907,kg,AnimalTraits
Macaca arctoides,Mammalia,Primates,Cercopithecidae,7.45,0.0998,kg,AnimalTraits
Macaca arctoides,Mammalia,Primates,Cercopithecidae,7.81,0.1016,kg,AnimalTraits
Papio anubis,Mammalia,Primates,Cercopithecidae,12.9,0.148,kg,AnimalTraits
Papio anubis,Mammalia,Primates,Cercopithecidae,16.06,0.1747,kg,AnimalTraits
Rattus sp.,Mammalia,Rondentia,Muridae,0.179,0.001537,kg,AnimalTraits
Meriones unguiculatus,Mammalia,Rondentia,Muridae,0.054,0.000968,kg,AnimalTraits
Mus sp.,Mammalia,Rondentia,Muridae,0.024,0.000403,kg,AnimalTraits
Cryptoprocta ferox,Mammalia,Carnivora,Eupleridae,9.5,0.03678,kg,AnimalTraits
Atilax paludinosus,Mammalia,Carnivora,Herpestidae,3.3,0.02784,kg,AnimalTraits
Herpestes urva,Mammalia,Carnivora,Herpestidae,1.863,0.0223,kg,AnimalTraits
Paracynictis selousi,Mammalia,Carnivora,Herpestidae,1.64,0.01673,kg,AnimalTraits
