species,order,family,mass_g,mass_kg,gestation_days,source
Ursus americanus,Carnivora,Ursidae,110500,110.5,213.95,PanTHERIA_WR05
Ursus arctos,Carnivora,Ursidae,196287.5,196.2875,227.56,PanTHERIA_WR05
Ursus maritimus,Carnivora,Ursidae,371703.81,371.70381,64.66,PanTHERIA_WR05
Ursus thibetanus,Carnivora,Ursidae,99714.19,99.71419,199.92,PanTHERIA_WR05
Varecia variegata,Primates,Lemuridae,3849.99,3.84999,102.5,PanTHERIA_WR05
Vespadelus regulus,Chiroptera,Vespertilionidae,5.05,0.00505,92.54,PanTHERIA_WR05
Vespertilio murinus,Chiroptera,Vespertilionidae,15.42,0.01542,52.14,PanTHERIA_WR05
Vespertilio sinensis,Chiroptera,Vespertilionidae,24.3,0.0243,52.14,PanTHERIA_WR05
Vicugna vicugna,Artiodactyla,Camelidae,47499.61,47.49961,345.45,PanTHERIA_WR05
Viverra zibetha,Carnivora,Viverridae,9148.77,9.14877,80.3,PanTHERIA_WR05
Vombatus ursinus,Diprotodontia,Vombatidae,26000,26,30,PanTHERIA_WR05
Vormela peregusna,Carnivora,Mustelidae,594.13,0.59413,60.83,PanTHERIA_WR05
Vulpes bengalensis,Carnivora,Canidae,2514.4,2.5144,52.33,PanTHERIA_WR05
Vulpes cana,Carnivora,Canidae,988.5,0.9885,57.35,PanTHERIA_WR05
Vulpes chama,Carnivora,Canidae,2919.8,2.9198,52.59,PanTHERIA_WR05
Vulpes corsac,Carnivora,Canidae,2615.33,2.61533,54.99,PanTHERIA_WR05
Vulpes ferrilata,Carnivora,Canidae,5543.74,5.54374,54.23,PanTHERIA_WR05
Vulpes lagopus,Carnivora,Canidae,3584.37,3.58437,52.99,PanTHERIA_WR05
Vulpes velox,Carnivora,Canidae,2088,2.088,53.7,PanTHERIA_WR05
Vulpes vulpes,Carnivora,Canidae,4820.36,4.82036,52.5,PanTHERIA_WR05
Vulpes zerda,Carnivora,Canidae,1317.13,1.31713,51,PanTHERIA_WR05
Wallabia bicolor,Diprotodontia,Macropodidae,14999.95,14.99995,35.88,PanTHERIA_WR05
Xerus inauris,Rodentia,Sciuridae,572.6,0.5726,47.29,PanTHERIA_WR05
Xerus princeps,Rodentia,Sciuridae,624.9,0.6249,45.5,PanTHERIA_WR05
Zaedyus pichiy,Cingulata,Dasypodidae,1444.76,1.44476,61.27,PanTHERIA_WR05
Zaglossus bruijni,Monotremata,Tachyglossidae,8951.71,8.95171,10,PanTHERIA_WR05
Zalophus californianus,Carnivora,Otariidae,137194.86,137.19486,349.99,PanTHERIA_WR05
Zapus hudsonius,Rodentia,Dipodidae,18.43,0.01843,18.24,PanTHERIA_WR05
Zapus princeps,Rodentia,Dipodidae,27.2,0.0272,18.11,PanTHERIA_WR05
Zapus trinotatus,Rodentia,Dipodidae,27.45,0.02745,21.37,PanTHERIA_WR05
Zelotomys woosnami,Rodentia,Muridae,54.1,0.0541,30.99,PanTHERIA_WR05
Zygodontomys brevicauda,Rodentia,Cricetidae,52.22,0.05222,25.39,PanTHERIA_WR05
Zyzomys argurus,Rodentia,Muridae,40.42,0.04042,25,PanTHERIA_WR05
