species,class,order,family,mass_kg,metabolic_rate,metabolic_rate_units,source
Lepus arcticus,Mammalia,Lagomorpha,Leporidae,3.0044,6.0088,W,AnimalTraits
Cebuella pygmaea,Mammalia,Primates,Callitrichidae,0.096,0.52266667,W,AnimalTraits
Cebuella pygmaea,Mammalia,Primates,Callitrichidae,0.133,0.81277778,W,AnimalTraits
Neurotrichus gibbsii,Mammalia,Eulipotyphla,Talpidae,0.0118,0.25828889,W,AnimalTraits
Echinosorex gymnura,Mammalia,Eulipotyphla,Erinaceidae,0.7212,2.8046667,W,AnimalTraits
Genetta tigrina,Mammalia,Carnivora,Viverridae,1.698,4.1506667,W,AnimalTraits
Martes americana,Mammalia,Carnivora,Mustelidae,1.038,3.8117667,W,AnimalTraits
Scalopus aquaticus,Mammalia,Eulipotyphla,Talpidae,0.048,0.376,W,AnimalTraits
Spalacopus cyanus,Mammalia,Rodentia,Octodontidae,0.185,0.81194444,W,AnimalTraits
Cannomys badius,Mammalia,Rodentia,Spalacidae,0.344,0.95555556,W,AnimalTraits
Aplodontia rufa,Mammalia,Rodentia,Aplodontiidae,0.63,1.54,W,AnimalTraits
Galerella sanguinea,Mammalia,Carnivora,Herpestidae,0.54,2.28,W,AnimalTraits
Oreamnos americanus,Mammalia,Artiodactyla,Bovidae,32,46.222222,W,AnimalTraits
Eremitalpa granti,Mammalia,Afrosoricida,Chrysochloridae,0.02062,0.060388889,W,AnimalTraits
Hydromys chrysogaster,Mammalia,Rodentia,Muridae,0.77,2.541,W,AnimalTraits
Bootettix punctatus,Insecta,Orthoptera,Acrididae,2.727e-05,0.00015811898,W,AnimalTraits
Bootettix punctatus,Insecta,Orthoptera,Acrididae,6.675e-05,0.00053335297,W,AnimalTraits
Trimerotropis sp.,Insecta,Orthoptera,Acrididae,7.15e-05,0.00049041391,W,AnimalTraits
Trimerotropis sp.,Insecta,Orthoptera,Acrididae,0.0002203,0.0013483246,W,AnimalTraits
Melanoplus complanipes,Insecta,Orthoptera,Acrididae,4.206e-05,0.00027031184,W,AnimalTraits
Melanoplus complanipes,Insecta,Orthoptera,Acrididae,0.00024104,0.00088439951,W,AnimalTraits
Anconia integra,Insecta,Orthoptera,Acrididae,0.0008167,0.0034521314,W,AnimalTraits
Insara covilleae,Insecta,Orthoptera,Tettigoniidae,8.2e-05,0.00086458732,W,AnimalTraits
Insara covilleae,Insecta,Orthoptera,Tettigoniidae,0.0001032,0.002372447,W,AnimalTraits
Tanaocerus koebeli,Insecta,Orthoptera,Tanaoceridae,0.0001025,0.00064989006,W,AnimalTraits
Ceuthophilus fossor,Insecta,Orthoptera,Gryllacrididae,7.015e-05,0.00086585736,W,AnimalTraits
Eusattus dubius,Insecta,Coleoptera,Tenebrionidae,2.722e-05,0.00026240686,W,AnimalTraits
Eleodes grandicollis,Insecta,Coleoptera,Tenebrionidae,0.00052193,0.0026654351,W,AnimalTraits
Eleodes armata,Insecta,Coleoptera,Tenebrionidae,0.0004519,0.0013811296,W,AnimalTraits
Eleodes tenebrosa,Insecta,Coleoptera,Tenebrionidae,5.153e-05,0.00026032364,W,AnimalTraits
Eleodes sp.,Insecta,Coleoptera,Tenebrionidae,8.885e-05,0.00034414926,W,AnimalTraits
Euschides luctata,Insecta,Coleoptera,Tenebrionidae,8.38e-05,0.00044770859,W,AnimalTraits
Trogloderus costatus,Insecta,Coleoptera,Tenebrionidae,2.987e-05,0.00010325959,W,AnimalTraits
Anepsius brunneus,Insecta,Coleoptera,Tenebrionidae,6.15e-06,2.4449395e-05,W,AnimalTraits
Sphaeriontis dilatata,Insecta,Coleoptera,Tenebrionidae,4.6e-05,0.00018684904,W,AnimalTraits
Edrotes ventricosus,Insecta,Coleoptera,Tenebrionidae,2.435e-05,9.8908132e-05,W,AnimalTraits
Cryptoglossa verrucossa,Insecta,Coleoptera,Tenebrionidae,0.0002334,0.00038325659,W,AnimalTraits
Centrioptera muricata,Insecta,Coleoptera,Tenebrionidae,0.0001326,0.00047714623,W,AnimalTraits
Triorophus laevis,Insecta,Coleoptera,Tenebrionidae,8.46e-06,6.9126759e-05,W,AnimalTraits
Calosoma sp.,Insecta,Coleoptera,Carabidae,0.00015123,0.00074142126,W,AnimalTraits
Eucyllus vagans,Insecta,Coleoptera,Curculionidae,7.43e-06,3.1873074e-05,W,AnimalTraits
Eucyllus unicolor,Insecta,Coleoptera,Curculionidae,2.59e-06,1.3898341e-05,W,AnimalTraits
Miloderes sp.,Insecta,Coleoptera,Curculionidae,3.4e-06,8.6416305e-05,W,AnimalTraits
Ophryastes varius,Insecta,Coleoptera,Curculionidae,2.726e-05,0.00010922914,W,AnimalTraits
Smicronyx imbricata,Insecta,Coleoptera,Curculionidae,3.2e-07,2.906366e-06,W,AnimalTraits
Griburius sp.,Insecta,Coleoptera,Curculionidae,3.31e-06,6.0723581e-05,W,AnimalTraits
Griburius sp.,Insecta,Coleoptera,Curculionidae,9.42e-06,3.6117129e-05,W,AnimalTraits
Monoxia sp.,Insecta,Coleoptera,Chrysomelidae,4.63e-06,8.2175e-05,W,AnimalTraits
Saprinus sp.,Insecta,Coleoptera,Histeridae,8.21e-06,6.2375225e-05,W,AnimalTraits
Pogonomyrmex sp.,Insecta,Hemiptera,Formicidae,3.74e-06,8.9563088e-05,W,AnimalTraits
Lygus kalmii,Insecta,Hemiptera,Lygaeidae,1.017e-05,0.00013863182,W,AnimalTraits
Dendrocoris contaminatus,Insecta,Hemiptera,Pentatomidae,1.1e-05,0.00015711913,W,AnimalTraits
Phytocoris nigripubescens,Insecta,Hemiptera,Miridae,1.27e-06,2.9854363e-05,W,AnimalTraits
Slaterocoris sp.,Insecta,Hemiptera,Miridae,8.6e-07,1.6108207e-05,W,AnimalTraits
Multareoides bifuractus,Insecta,Heteroptera,Membracidae,1.34e-06,1.4928753e-05,W,AnimalTraits
Scolopendra michelbacheri,Chilopoda,Scolopendromorpha,Scolopendridae,0.0001199,0.00053506927,W,AnimalTraits
Loxosceles unicolor,Arachnida,Araneae,Loxoscelidae,1.555e-05,5.0335003e-05,W,AnimalTraits
Psilochorus utahensis,Arachnida,Araneae,Pholcidae,1.86e-06,4.1955474e-05,W,AnimalTraits
Syspira eclectica,Arachnida,Araneae,Clubionidae,5.76e-05,0.00028917839,W,AnimalTraits
Metacyrba labyrinthea,Arachnida,Araneae,Salticidae,1.12e-05,7.6996072e-05,W,AnimalTraits
Ctenophorus nuchalis,Reptilia,Squamata,Agamidae,0.0343,0.013067239,W,AnimalTraits
Mus musculus,Mammalia,Rodentia,Muridae,0.0321,0.2889,W,AnimalTraits
Sauromalus hispidus,Reptilia,Squamata,Iguanidae,0.574,0.20536935,W,AnimalTraits
Varanus gouldii,Reptilia,Squamata,Varanidae,0.674,0.30417529,W,AnimalTraits
Ptyodactylus hasselquistii,Reptilia,Squamata,Phyllodactylidae,0.0064,0.0034989919,W,AnimalTraits
Bunopus tuberculatus,Reptilia,Squamata,Gekkonidae,0.0022,0.0089731091,W,AnimalTraits
Sceloporus occidentalis,Reptilia,Squamata,Phrynosomatidae,0.0131,0.0071584699,W,AnimalTraits
Sceloporus occidentalis,Reptilia,Squamata,Phrynosomatidae,0.0152,0.0089981785,W,AnimalTraits
Sceloporus occidentalis,Reptilia,Squamata,Phrynosomatidae,0.0128,0.0095883424,W,AnimalTraits
Trachemys scripta,Reptilia,Testudines,Emydidae,0.305,0.028850194,W,AnimalTraits
Terrapene ornata,Reptilia,Testudines,Emydidae,0.354,0.028569893,W,AnimalTraits
Chelydra serpentina,Reptilia,Testudines,Chelydridae,3.473,0.18898564,W,AnimalTraits
Anniella pulchra,Reptilia,Squamata,Anniellidae,0.0045,0.0029678949,W,AnimalTraits
Homonota gaudichaudii,Reptilia,Squamata,Phyllodactylidae,0.00079,0.0007,W,AnimalTraits
Varanus giganteus,Reptilia,Squamata,Varanidae,2.496,0.59488,W,AnimalTraits
Varanus albigularis,Reptilia,Squamata,Varanidae,0.963,0.33985656,W,AnimalTraits
Uromastyx microlepis,Reptilia,Squamata,Agamidae,0.06966,0.0150543,W,AnimalTraits
Uromastyx microlepis,Reptilia,Squamata,Agamidae,0.1982,0.030060333,W,AnimalTraits
Uromastyx microlepis,Reptilia,Squamata,Agamidae,0.47596,0.062668067,W,AnimalTraits
Acrochordus arafurae,Reptilia,Squamata,Acrochordidae,1.0474,0.087705263,W,AnimalTraits
Aspidites melanocephalus,Reptilia,Squamata,Pythonidae,1.0275,0.26631671,W,AnimalTraits
Antaresia praelongus,Reptilia,Squamata,Pythonidae,0.1055,0.017925163,W,AnimalTraits
Antaresia childreni,Reptilia,Squamata,Pythonidae,0.3317,0.086211499,W,AnimalTraits
Liasis fuscus,Reptilia,Squamata,Pythonidae,1.3069,0.10435006,W,AnimalTraits
Liasis olivaceus,Reptilia,Squamata,Pythonidae,3.3232,0.39627414,W,AnimalTraits
Antaresia stimsoni,Reptilia,Squamata,Pythonidae,0.3499,0.071914048,W,AnimalTraits
Morelia spilota,Reptilia,Squamata,Pythonidae,1.5165,0.28914995,W,AnimalTraits
Morelia variegata,Reptilia,Squamata,Pythonidae,2.1735,0.20571259,W,AnimalTraits
Pseudonaja nuchalis,Reptilia,Squamata,Elapidae,0.2141,0.051214752,W,AnimalTraits
Tiliqua rugosa,Reptilia,Squamata,Scincidae,0.548,0.21857923,W,AnimalTraits
Varanus rosenbergi,Reptilia,Squamata,Varanidae,1.287,0.42349727,W,AnimalTraits
Varanus gouldii,Reptilia,Squamata,Varanidae,1.086,0.25956284,W,AnimalTraits
Varanus panoptes,Reptilia,Squamata,Varanidae,0.931,0.28688525,W,AnimalTraits
Varanus mertensi,Reptilia,Squamata,Varanidae,0.904,0.16393443,W,AnimalTraits
Anniella pulchra,Reptilia,Squamata,Anniellidae,0.00494,0.0018168222,W,AnimalTraits
Ophisaurus ventralis,Reptilia,Squamata,Anguidae,0.03217,0.0068271889,W,AnimalTraits
Trogonophis wiegmanni,Reptilia,Squamata,Trogonophidae,0.00497,0.0010795944,W,AnimalTraits
Thamnophis butleri,Reptilia,Squamata,Colubridae,0.01904,0.0062514667,W,AnimalTraits
Varanus gilleni,Reptilia,Squamata,Varanidae,0.0275,0.010214733,W,AnimalTraits
Natrix maura,Reptilia,Squamata,Colubridae,0.0225,0.0125,W,AnimalTraits
Natrix natrix,Reptilia,Squamata,Colubridae,0.0375,0.025,W,AnimalTraits
Natrix helvetica,Reptilia,Squamata,Colubridae,0.0825,0.09625,W,AnimalTraits
Cnemidophorus murinus,Reptilia,Squamata,Teiidae,0.0552,0.018505877,W,AnimalTraits
Varanus gouldii,Reptilia,Squamata,Varanidae,0.169,0.040752005,W,AnimalTraits
Varanus panoptes,Reptilia,Squamata,Varanidae,2.003,0.63330846,W,AnimalTraits
Sphaerodactylus cinereus,Reptilia,Squamata,Sphaerodactylidae,0.00054,0.00025193239,W,AnimalTraits
Sphaerodactylus notatus,Reptilia,Squamata,Sphaerodactylidae,0.00033,0.00015556242,W,AnimalTraits
Anolis sagrei,Reptilia,Squamata,Dactyloidae,0.0004,0.00039072848,W,AnimalTraits
Coleonyx switaki,Reptilia,Squamata,Eublepharidae,0.00946,0.0038891111,W,AnimalTraits
Coleonyx variegatus,Reptilia,Squamata,Eublepharidae,0.00362,0.0029362222,W,AnimalTraits
