species,class,order,family,mass_g,mass_kg,max_longevity_years,source
Rousettus lanosus,Mammalia,Chiroptera,Pteropodidae,103,0.103,18.7,AnAge
Rousettus leschenaultii,Mammalia,Chiroptera,Pteropodidae,108.25,0.10825,14,AnAge
Rhinolophus euryale,Mammalia,Chiroptera,Rhinolophidae,8.2,0.0082,13,AnAge
Rhinolophus ferrumequinum,Mammalia,Chiroptera,Rhinolophidae,22.875,0.022875,30.5,AnAge
Rhinolophus hipposideros,Mammalia,Chiroptera,Rhinolophidae,4.6,0.0046,29.4,AnAge
Antrozous pallidus,Mammalia,Chiroptera,Vespertilionidae,22,0.022,14.8,AnAge
Barbastella barbastellus,Mammalia,Chiroptera,Vespertilionidae,10.25,0.01025,23,AnAge
Chalinolobus gouldii,Mammalia,Chiroptera,Vespertilionidae,15.87,0.01587,7.8,AnAge
Chalinolobus morio,Mammalia,Chiroptera,Vespertilionidae,8.91,0.00891,9.6,AnAge
Corynorhinus townsendii,Mammalia,Chiroptera,Vespertilionidae,14.25,0.01425,20.5,AnAge
Eptesicus fuscus,Mammalia,Chiroptera,Vespertilionidae,13.3,0.0133,19,AnAge
Eptesicus nilssonii,Mammalia,Chiroptera,Vespertilionidae,13,0.013,20,AnAge
Eptesicus serotinus,Mammalia,Chiroptera,Vespertilionidae,18.2,0.0182,21,AnAge
Falsistrellus tasmaniensis,Mammalia,Chiroptera,Vespertilionidae,22.54,0.02254,6,AnAge
Lasionycteris noctivagans,Mammalia,Chiroptera,Vespertilionidae,10,0.01,12,AnAge
Lasiurus cinereus,Mammalia,Chiroptera,Vespertilionidae,24,0.024,14,AnAge
Myotis adversus,Mammalia,Chiroptera,Vespertilionidae,10.41,0.01041,8,AnAge
Myotis bechsteinii,Mammalia,Chiroptera,Vespertilionidae,10.5,0.0105,21,AnAge
Myotis blythii,Mammalia,Chiroptera,Vespertilionidae,23,0.023,33,AnAge
Myotis brandtii,Mammalia,Chiroptera,Vespertilionidae,7,0.007,41,AnAge
Myotis dasycneme,Mammalia,Chiroptera,Vespertilionidae,15,0.015,20.5,AnAge
Myotis daubentonii,Mammalia,Chiroptera,Vespertilionidae,8.5,0.0085,28,AnAge
Myotis emarginatus,Mammalia,Chiroptera,Vespertilionidae,11,0.011,22.7,AnAge
Myotis evotis,Mammalia,Chiroptera,Vespertilionidae,7.4,0.0074,22,AnAge
Myotis grisescens,Mammalia,Chiroptera,Vespertilionidae,9.25,0.00925,16.5,AnAge
Myotis keenii,Mammalia,Chiroptera,Vespertilionidae,7.4,0.0074,19,AnAge
Myotis leibii,Mammalia,Chiroptera,Vespertilionidae,5.6,0.0056,12,AnAge
Myotis lucifugus,Mammalia,Chiroptera,Vespertilionidae,5.8,0.0058,34,AnAge
Myotis myotis,Mammalia,Chiroptera,Vespertilionidae,28.55,0.02855,37.1,AnAge
Myotis mystacinus,Mammalia,Chiroptera,Vespertilionidae,5.3,0.0053,24,AnAge
Myotis nattereri,Mammalia,Chiroptera,Vespertilionidae,7.5,0.0075,23.7,AnAge
Myotis nigricans,Mammalia,Chiroptera,Vespertilionidae,3.7,0.0037,7,AnAge
Myotis sodalis,Mammalia,Chiroptera,Vespertilionidae,7.7,0.0077,20,AnAge
Myotis thysanodes,Mammalia,Chiroptera,Vespertilionidae,6,0.006,18.3,AnAge
Myotis velifer,Mammalia,Chiroptera,Vespertilionidae,11.9,0.0119,11.3,AnAge
Myotis vivesi,Mammalia,Chiroptera,Vespertilionidae,25,0.025,10,AnAge
Myotis volans,Mammalia,Chiroptera,Vespertilionidae,7,0.007,21,AnAge
Myotis yumanensis,Mammalia,Chiroptera,Vespertilionidae,5,0.005,14,AnAge
Nyctalus leisleri,Mammalia,Chiroptera,Vespertilionidae,16,0.016,16,AnAge
Nyctalus noctula,Mammalia,Chiroptera,Vespertilionidae,27.75,0.02775,12,AnAge
Nycticeius humeralis,Mammalia,Chiroptera,Vespertilionidae,9.75,0.00975,6,AnAge
Nyctophilus geoffroyi,Mammalia,Chiroptera,Vespertilionidae,8,0.008,7.3,AnAge
Nyctophilus gouldi,Mammalia,Chiroptera,Vespertilionidae,11.32,0.01132,4,AnAge
Perimyotis subflavus,Mammalia,Chiroptera,Vespertilionidae,7.5,0.0075,14.8,AnAge
Pipistrellus kuhlii,Mammalia,Chiroptera,Vespertilionidae,6,0.006,8,AnAge
Pipistrellus nathusii,Mammalia,Chiroptera,Vespertilionidae,10,0.01,11,AnAge
Pipistrellus pipistrellus,Mammalia,Chiroptera,Vespertilionidae,5,0.005,16.6,AnAge
Plecotus auritus,Mammalia,Chiroptera,Vespertilionidae,10.2,0.0102,30,AnAge
Plecotus austriacus,Mammalia,Chiroptera,Vespertilionidae,12,0.012,25.5,AnAge
Scotorepens balstoni,Mammalia,Chiroptera,Vespertilionidae,11.7,0.0117,9.7,AnAge
Scotorepens orion,Mammalia,Chiroptera,Vespertilionidae,11.765,0.011765,11.1,AnAge
Vespadelus darlingtoni,Mammalia,Chiroptera,Vespertilionidae,6.06,0.00606,8,AnAge
Vespadelus pumilus,Mammalia,Chiroptera,Vespertilionidae,5.4,0.0054,5,AnAge
Vespadelus regulus,Mammalia,Chiroptera,Vespertilionidae,5.05,0.00505,8,AnAge
Vespadelus vulturnus,Mammalia,Chiroptera,Vespertilionidae,3.77,0.00377,9.1,AnAge
Vespertilio murinus,Mammalia,Chiroptera,Vespertilionidae,18.7,0.0187,14.5,AnAge
Chaetophractus vellerosus,Mammalia,Cingulata,Dasypodidae,1110,1.11,16.2,AnAge
Chaetophractus villosus,Mammalia,Cingulata,Dasypodidae,4540,4.54,25.2,AnAge
Dasypus novemcinctus,Mammalia,Cingulata,Dasypodidae,3413.7,3.4137,22.3,AnAge
Dasypus septemcinctus,Mammalia,Cingulata,Dasypodidae,1475,1.475,16.8,AnAge
Euphractus sexcinctus,Mammalia,Cingulata,Dasypodidae,8190,8.19,22.1,AnAge
Priodontes maximus,Mammalia,Cingulata,Dasypodidae,45190,45.19,15,AnAge
Tolypeutes matacus,Mammalia,Cingulata,Dasypodidae,1160,1.16,36.8,AnAge
Zaedyus pichiy,Mammalia,Cingulata,Dasypodidae,1740,1.74,12.5,AnAge
Antechinomys laniger,Mammalia,Dasyuromorphia,Dasyuridae,25.8,0.0258,3.5,AnAge
Antechinus agilis,Mammalia,Dasyuromorphia,Dasyuridae,18,0.018,4.7,AnAge
Antechinus bellus,Mammalia,Dasyuromorphia,Dasyuridae,34,0.034,3.4,AnAge
Antechinus flavipes,Mammalia,Dasyuromorphia,Dasyuridae,46.5,0.0465,3.9,AnAge
Antechinus stuartii,Mammalia,Dasyuromorphia,Dasyuridae,25,0.025,5.4,AnAge
Antechinus swainsonii,Mammalia,Dasyuromorphia,Dasyuridae,66.9,0.0669,3.3,AnAge
Dasycercus cristicauda,Mammalia,Dasyuromorphia,Dasyuridae,91,0.091,7.4,AnAge
Dasyuroides byrnei,Mammalia,Dasyuromorphia,Dasyuridae,100,0.1,8,AnAge
Dasyurus geoffroii,Mammalia,Dasyuromorphia,Dasyuridae,1326.7,1.3267,6.2,AnAge
Dasyurus hallucatus,Mammalia,Dasyuromorphia,Dasyuridae,571,0.571,5.9,AnAge
Dasyurus maculatus,Mammalia,Dasyuromorphia,Dasyuridae,1782,1.782,6.8,AnAge
Dasyurus viverrinus,Mammalia,Dasyuromorphia,Dasyuridae,945.3,0.9453,6.8,AnAge
Parantechinus apicalis,Mammalia,Dasyuromorphia,Dasyuridae,70,0.07,5.5,AnAge
Phascogale calura,Mammalia,Dasyuromorphia,Dasyuridae,43,0.043,4.7,AnAge
Phascogale tapoatafa,Mammalia,Dasyuromorphia,Dasyuridae,153.7,0.1537,5.9,AnAge
Planigale maculata,Mammalia,Dasyuromorphia,Dasyuridae,10.6,0.0106,5.8,AnAge
Planigale tenuirostris,Mammalia,Dasyuromorphia,Dasyuridae,7.1,0.0071,5.2,AnAge
Pseudantechinus macdonnellensis,Mammalia,Dasyuromorphia,Dasyuridae,43.1,0.0431,7,AnAge
Sarcophilus harrisii,Mammalia,Dasyuromorphia,Dasyuridae,6126.8,6.1268,13,AnAge
Sminthopsis crassicaudata,Mammalia,Dasyuromorphia,Dasyuridae,16,0.016,5,AnAge
Sminthopsis griseoventer,Mammalia,Dasyuromorphia,Dasyuridae,17.5,0.0175,3.6,AnAge
Sminthopsis macroura,Mammalia,Dasyuromorphia,Dasyuridae,20.6,0.0206,4.9,AnAge
Sminthopsis virginiae,Mammalia,Dasyuromorphia,Dasyuridae,34,0.034,5.3,AnAge
Sminthopsis youngsoni,Mammalia,Dasyuromorphia,Dasyuridae,10,0.01,5.3,AnAge
Myrmecobius fasciatus,Mammalia,Dasyuromorphia,Myrmecobiidae,438.2,0.4382,11,AnAge
Caluromys derbianus,Mammalia,Didelphimorphia,Didelphidae,342.7,0.3427,8.7,AnAge
Caluromys philander,Mammalia,Didelphimorphia,Didelphidae,350,0.35,8.9,AnAge
Chironectes minimus,Mammalia,Didelphimorphia,Didelphidae,940.5,0.9405,3.1,AnAge
Didelphis aurita,Mammalia,Didelphimorphia,Didelphidae,850,0.85,4,AnAge
Didelphis marsupialis,Mammalia,Didelphimorphia,Didelphidae,1244.3,1.2443,4.2,AnAge
Didelphis virginiana,Mammalia,Didelphimorphia,Didelphidae,2846.6,2.8466,6.6,AnAge
Gracilinanus agilis,Mammalia,Didelphimorphia,Didelphidae,22,0.022,6.1,AnAge
Lutreolina crassicaudata,Mammalia,Didelphimorphia,Didelphidae,812,0.812,2.9,AnAge
Marmosa murina,Mammalia,Didelphimorphia,Didelphidae,26,0.026,3.6,AnAge
Marmosa robinsoni,Mammalia,Didelphimorphia,Didelphidae,122,0.122,5,AnAge
Marmosops noctivagus,Mammalia,Didelphimorphia,Didelphidae,21,0.021,4.5,AnAge
Metachirus nudicaudatus,Mammalia,Didelphimorphia,Didelphidae,336,0.336,3,AnAge
Monodelphis adusta,Mammalia,Didelphimorphia,Didelphidae,35,0.035,4.1,AnAge
Monodelphis brevicaudata,Mammalia,Didelphimorphia,Didelphidae,91.5,0.0915,3.9,AnAge
Monodelphis domestica,Mammalia,Didelphimorphia,Didelphidae,104,0.104,5.1,AnAge
Philander opossum,Mammalia,Didelphimorphia,Didelphidae,751,0.751,4.4,AnAge
Acrobates pygmaeus,Mammalia,Diprotodontia,Acrobatidae,14,0.014,8.8,AnAge
Burramys parvus,Mammalia,Diprotodontia,Burramyidae,44.3,0.0443,12,AnAge
Cercartetus nanus,Mammalia,Diprotodontia,Burramyidae,64.8,0.0648,10.3,AnAge
Dendrolagus dorianus,Mammalia,Diprotodontia,Macropodidae,9581,9.581,19,AnAge
Dendrolagus goodfellowi,Mammalia,Diprotodontia,Macropodidae,7400,7.4,23.6,AnAge
Dendrolagus inustus,Mammalia,Diprotodontia,Macropodidae,11400,11.4,23.8,AnAge
Dendrolagus matschiei,Mammalia,Diprotodontia,Macropodidae,6960,6.96,26.9,AnAge
Dendrolagus ursinus,Mammalia,Diprotodontia,Macropodidae,8000,8,20,AnAge
Dorcopsis luctuosa,Mammalia,Diprotodontia,Macropodidae,3570,3.57,13.9,AnAge
Dorcopsis muelleri,Mammalia,Diprotodontia,Macropodidae,5000,5,12.4,AnAge
Dorcopsulus macleayi,Mammalia,Diprotodontia,Macropodidae,2988,2.988,7.9,AnAge
Lagorchestes conspicillatus,Mammalia,Diprotodontia,Macropodidae,2660,2.66,8.8,AnAge
Lagorchestes hirsutus,Mammalia,Diprotodontia,Macropodidae,1310,1.31,13.2,AnAge
Macropus agilis,Mammalia,Diprotodontia,Macropodidae,16000,16,16.9,AnAge
Macropus antilopinus,Mammalia,Diprotodontia,Macropodidae,49500,49.5,19.8,AnAge
Macropus bernardus,Mammalia,Diprotodontia,Macropodidae,17500,17.5,11.8,AnAge
Macropus eugenii,Mammalia,Diprotodontia,Macropodidae,4796,4.796,15.1,AnAge
Macropus fuliginosus,Mammalia,Diprotodontia,Macropodidae,28250,28.25,23.2,AnAge
Macropus giganteus,Mammalia,Diprotodontia,Macropodidae,49500,49.5,25,AnAge
Macropus parma,Mammalia,Diprotodontia,Macropodidae,4250,4.25,15.9,AnAge
Macropus robustus,Mammalia,Diprotodontia,Macropodidae,29647.9,29.6479,22,AnAge
Macropus rufogriseus,Mammalia,Diprotodontia,Macropodidae,16200,16.2,15.2,AnAge
Macropus rufus,Mammalia,Diprotodontia,Macropodidae,28500,28.5,25,AnAge
Onychogalea fraenata,Mammalia,Diprotodontia,Macropodidae,5500,5.5,7.4,AnAge
Onychogalea unguifera,Mammalia,Diprotodontia,Macropodidae,5800,5.8,5.5,AnAge
Petrogale brachyotis,Mammalia,Diprotodontia,Macropodidae,3700,3.7,10.1,AnAge
Petrogale concinna,Mammalia,Diprotodontia,Macropodidae,1250,1.25,11.7,AnAge
Petrogale penicillata,Mammalia,Diprotodontia,Macropodidae,6000,6,14.3,AnAge
Petrogale xanthopus,Mammalia,Diprotodontia,Macropodidae,6000,6,14.4,AnAge
Setonix brachyurus,Mammalia,Diprotodontia,Macropodidae,2702.3,2.7023,13.8,AnAge
Thylogale billardierii,Mammalia,Diprotodontia,Macropodidae,5000,5,8.8,AnAge
Thylogale brunii,Mammalia,Diprotodontia,Macropodidae,4796,4.796,9.4,AnAge
Thylogale stigmatica,Mammalia,Diprotodontia,Macropodidae,4100,4.1,9.7,AnAge
Thylogale thetis,Mammalia,Diprotodontia,Macropodidae,3800,3.8,9,AnAge
Wallabia bicolor,Mammalia,Diprotodontia,Macropodidae,14625,14.625,16.8,AnAge
Dactylopsila trivirgata,Mammalia,Diprotodontia,Petauridae,318,0.318,9.6,AnAge
Gymnobelideus leadbeateri,Mammalia,Diprotodontia,Petauridae,166,0.166,14.1,AnAge
Petaurus australis,Mammalia,Diprotodontia,Petauridae,572.5,0.5725,15,AnAge
Petaurus breviceps,Mammalia,Diprotodontia,Petauridae,129.3,0.1293,17.8,AnAge
Petaurus norfolcensis,Mammalia,Diprotodontia,Petauridae,405,0.405,14.8,AnAge
Phalanger gymnotis,Mammalia,Diprotodontia,Phalangeridae,2400,2.4,18.9,AnAge
Spilocuscus maculatus,Mammalia,Diprotodontia,Phalangeridae,4250,4.25,17,AnAge
Trichosurus vulpecula,Mammalia,Diprotodontia,Phalangeridae,1993.5,1.9935,15.9,AnAge
Phascolarctos cinereus,Mammalia,Diprotodontia,Phascolarctidae,4732.4,4.7324,22.1,AnAge
Aepyprymnus rufescens,Mammalia,Diprotodontia,Potoroidae,2820,2.82,12.8,AnAge
Bettongia penicillata,Mammalia,Diprotodontia,Potoroidae,1018,1.018,18.8,AnAge
Potorous longipes,Mammalia,Diprotodontia,Potoroidae,1650,1.65,15.3,AnAge
Potorous tridactylus,Mammalia,Diprotodontia,Potoroidae,1045.5,1.0455,14.5,AnAge
Hemibelideus lemuroides,Mammalia,Diprotodontia,Pseudocheiridae,1040,1.04,5.4,AnAge
Pseudocheirus peregrinus,Mammalia,Diprotodontia,Pseudocheiridae,859.3,0.8593,10.1,AnAge
Lasiorhinus krefftii,Mammalia,Diprotodontia,Vombatidae,31000,31,30,AnAge
Lasiorhinus latifrons,Mammalia,Diprotodontia,Vombatidae,27348.2,27.3482,29.9,AnAge
Vombatus ursinus,Mammalia,Diprotodontia,Vombatidae,25500,25.5,30,AnAge
Atelerix albiventris,Mammalia,Erinaceomorpha,Erinaceidae,450,0.45,11.4,AnAge
Erinaceus amurensis,Mammalia,Erinaceomorpha,Erinaceidae,774.475,0.774475,8,AnAge
Erinaceus concolor,Mammalia,Erinaceomorpha,Erinaceidae,822.7,0.8227,7,AnAge
Erinaceus europaeus,Mammalia,Erinaceomorpha,Erinaceidae,1213.5,1.2135,11.7,AnAge
Hemiechinus auritus,Mammalia,Erinaceomorpha,Erinaceidae,398.5,0.3985,7.6,AnAge
Paraechinus aethiopicus,Mammalia,Erinaceomorpha,Erinaceidae,451.5,0.4515,6.3,AnAge
Paraechinus hypomelas,Mammalia,Erinaceomorpha,Erinaceidae,292,0.292,7,AnAge
Dendrohyrax arboreus,Mammalia,Hyracoidea,Procaviidae,3000,3,13.6,AnAge
Procavia capensis,Mammalia,Hyracoidea,Procaviidae,2458,2.458,14.8,AnAge
Lepus brachyurus,Mammalia,Lagomorpha,Leporidae,2519,2.519,13,AnAge
Lepus californicus,Mammalia,Lagomorpha,Leporidae,2300,2.3,11.8,AnAge
Lepus europaeus,Mammalia,Lagomorpha,Leporidae,4175,4.175,10.7,AnAge
Lepus timidus,Mammalia,Lagomorpha,Leporidae,3014.5,3.0145,18,AnAge
Oryctolagus cuniculus,Mammalia,Lagomorpha,Leporidae,2167.9,2.1679,13,AnAge
Sylvilagus audubonii,Mammalia,Lagomorpha,Leporidae,686.9,0.6869,7.8,AnAge
Sylvilagus floridanus,Mammalia,Lagomorpha,Leporidae,1150,1.15,9.8,AnAge
Sylvilagus nuttallii,Mammalia,Lagomorpha,Leporidae,760,0.76,7.4,AnAge
Sylvilagus palustris,Mammalia,Lagomorpha,Leporidae,1233,1.233,7.6,AnAge
Sylvilagus transitionalis,Mammalia,Lagomorpha,Leporidae,902.6,0.9026,9.3,AnAge
Ochotona hyperborea,Mammalia,Lagomorpha,Ochotonidae,120,0.12,9.4,AnAge
Ochotona princeps,Mammalia,Lagomorpha,Ochotonidae,109,0.109,7,AnAge
Elephantulus intufi,Mammalia,Macroscelidea,Macroscelididae,46.5,0.0465,9.3,AnAge
Elephantulus rozeti,Mammalia,Macroscelidea,Macroscelididae,49,0.049,7.2,AnAge
Elephantulus rufescens,Mammalia,Macroscelidea,Macroscelididae,53,0.053,7.9,AnAge
Macroscelides proboscideus,Mammalia,Macroscelidea,Macroscelididae,39,0.039,8.7,AnAge
Rhynchocyon chrysopygus,Mammalia,Macroscelidea,Macroscelididae,540,0.54,11,AnAge
Ornithorhynchus anatinus,Mammalia,Monotremata,Ornithorhynchidae,1030.3,1.0303,22.6,AnAge
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,2909,2.909,49.5,AnAge
Zaglossus bruijni,Mammalia,Monotremata,Tachyglossidae,11848.6,11.8486,41.2,AnAge
Echymipera rufescens,Mammalia,Peramelemorphia,Peramelidae,886.6,0.8866,3.1,AnAge
Isoodon auratus,Mammalia,Peramelemorphia,Peramelidae,428,0.428,6.7,AnAge
Isoodon macrourus,Mammalia,Peramelemorphia,Peramelidae,1551,1.551,6.8,AnAge
Isoodon obesulus,Mammalia,Peramelemorphia,Peramelidae,717,0.717,6.5,AnAge
Perameles bougainville,Mammalia,Peramelemorphia,Peramelidae,226,0.226,5.8,AnAge
Perameles gunnii,Mammalia,Peramelemorphia,Peramelidae,695,0.695,6.1,AnAge
Perameles nasuta,Mammalia,Peramelemorphia,Peramelidae,645,0.645,5.6,AnAge
Peroryctes raffrayana,Mammalia,Peramelemorphia,Peramelidae,675,0.675,3.2,AnAge
Macrotis lagotis,Mammalia,Peramelemorphia,Thylacomyidae,1245.5,1.2455,9.6,AnAge
Equus asinus,Mammalia,Perissodactyla,Equidae,177500,177.5,47,AnAge
Equus caballus,Mammalia,Perissodactyla,Equidae,300000,300,57,AnAge
Equus grevyi,Mammalia,Perissodactyla,Equidae,384000,384,31,AnAge
Equus hemionus,Mammalia,Perissodactyla,Equidae,230000,230,31.6,AnAge
Equus kiang,Mammalia,Perissodactyla,Equidae,275000,275,30.1,AnAge
Equus quagga,Mammalia,Perissodactyla,Equidae,280000,280,38,AnAge
Equus zebra,Mammalia,Perissodactyla,Equidae,296000,296,33.2,AnAge
Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,2175000,2175,45,AnAge
Dicerorhinus sumatrensis,Mammalia,Perissodactyla,Rhinocerotidae,1260000,1260,32.8,AnAge
Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,1100000,1100,57,AnAge
Rhinoceros unicornis,Mammalia,Perissodactyla,Rhinocerotidae,1602330,1602.33,43.5,AnAge
Acrocodia indica,Mammalia,Perissodactyla,Tapiridae,250000,250,36.5,AnAge
Tapirella bairdii,Mammalia,Perissodactyla,Tapiridae,300000,300,29.6,AnAge
Tapirus pinchaque,Mammalia,Perissodactyla,Tapiridae,148950,148.95,28.5,AnAge
Tapirus terrestris,Mammalia,Perissodactyla,Tapiridae,250000,250,39.6,AnAge
Choloepus didactylus,Mammalia,Pilosa,Megalonychidae,6250,6.25,36.8,AnAge
Choloepus hoffmanni,Mammalia,Pilosa,Megalonychidae,4005.2,4.0052,41,AnAge
Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,30600,30.6,31,AnAge
Tamandua mexicana,Mammalia,Pilosa,Myrmecophagidae,3884.2,3.8842,16,AnAge
Tamandua tetradactyla,Mammalia,Pilosa,Myrmecophagidae,3500,3.5,19,AnAge
Aotus azarae,Mammalia,Primates,Aotidae,1230,1.23,30,AnAge
Aotus lemurinus,Mammalia,Primates,Aotidae,874,0.874,33.8,AnAge
Aotus trivirgatus,Mammalia,Primates,Aotidae,914.5,0.9145,30.1,AnAge
Aotus vociferans,Mammalia,Primates,Aotidae,873,0.873,22.1,AnAge
Alouatta caraya,Mammalia,Primates,Atelidae,5462.5,5.4625,32.4,AnAge
Alouatta palliata,Mammalia,Primates,Atelidae,4670,4.67,24,AnAge
Alouatta seniculus,Mammalia,Primates,Atelidae,6543.2,6.5432,25,AnAge
Ateles belzebuth,Mammalia,Primates,Atelidae,7535,7.535,37,AnAge
Ateles chamek,Mammalia,Primates,Atelidae,6000,6,42.8,AnAge
Ateles fusciceps,Mammalia,Primates,Atelidae,7000,7,46,AnAge
Ateles geoffroyi,Mammalia,Primates,Atelidae,7267.5,7.2675,47.1,AnAge
Ateles marginatus,Mammalia,Primates,Atelidae,6000,6,44,AnAge
Ateles paniscus,Mammalia,Primates,Atelidae,7887.5,7.8875,46,AnAge
Brachyteles arachnoides,Mammalia,Primates,Atelidae,11170,11.17,40,AnAge
Lagothrix lagothricha,Mammalia,Primates,Atelidae,7650,7.65,32,AnAge
Callimico goeldii,Mammalia,Primates,Callitrichidae,555,0.555,22.2,AnAge
Callithrix geoffroyi,Mammalia,Primates,Callitrichidae,342,0.342,17.6,AnAge
Callithrix jacchus,Mammalia,Primates,Callitrichidae,190,0.19,22.8,AnAge
Callithrix kuhlii,Mammalia,Primates,Callitrichidae,342,0.342,20,AnAge
Callithrix penicillata,Mammalia,Primates,Callitrichidae,307,0.307,15.4,AnAge
Cebuella pygmaea,Mammalia,Primates,Callitrichidae,110.7,0.1107,18.6,AnAge
Leontocebus fuscicollis,Mammalia,Primates,Callitrichidae,456.5,0.4565,24.9,AnAge
Leontocebus nigricollis,Mammalia,Primates,Callitrichidae,519.2,0.5192,20.2,AnAge
Leontopithecus chrysomelas,Mammalia,Primates,Callitrichidae,535,0.535,21.3,AnAge
Leontopithecus chrysopygus,Mammalia,Primates,Callitrichidae,570,0.57,17.9,AnAge
Leontopithecus rosalia,Mammalia,Primates,Callitrichidae,654.5,0.6545,31.6,AnAge
Mico argentatus,Mammalia,Primates,Callitrichidae,343.2,0.3432,16.5,AnAge
Mico humeralifer,Mammalia,Primates,Callitrichidae,355.8,0.3558,15,AnAge
Saguinus bicolor,Mammalia,Primates,Callitrichidae,495.8,0.4958,19,AnAge
Saguinus geoffroyi,Mammalia,Primates,Callitrichidae,225,0.225,20.5,AnAge
Saguinus imperator,Mammalia,Primates,Callitrichidae,518.5,0.5185,23.7,AnAge
Saguinus labiatus,Mammalia,Primates,Callitrichidae,501.3,0.5013,20.5,AnAge
Saguinus leucopus,Mammalia,Primates,Callitrichidae,490,0.49,15.2,AnAge
Saguinus midas,Mammalia,Primates,Callitrichidae,553.8,0.5538,21,AnAge
Saguinus mystax,Mammalia,Primates,Callitrichidae,543.5,0.5435,20,AnAge
Saguinus oedipus,Mammalia,Primates,Callitrichidae,445.5,0.4455,26.2,AnAge
Cebus albifrons,Mammalia,Primates,Cebidae,2467.5,2.4675,40.4,AnAge
Cebus capucinus,Mammalia,Primates,Cebidae,2655,2.655,54,AnAge
Cebus olivaceus,Mammalia,Primates,Cebidae,2552.5,2.5525,47,AnAge
Saimiri boliviensis,Mammalia,Primates,Cebidae,615,0.615,30.3,AnAge
Saimiri sciureus,Mammalia,Primates,Cebidae,836.7,0.8367,30.2,AnAge
Sapajus apella,Mammalia,Primates,Cebidae,2642.5,2.6425,46,AnAge
Allenopithecus nigroviridis,Mammalia,Primates,Cercopithecidae,4702.5,4.7025,27,AnAge
Allochrocebus lhoesti,Mammalia,Primates,Cercopithecidae,4700,4.7,24.1,AnAge
Allochrocebus preussi,Mammalia,Primates,Cercopithecidae,5250,5.25,26,AnAge
Cercocebus agilis,Mammalia,Primates,Cercopithecidae,8000,8,31,AnAge
Cercocebus torquatus,Mammalia,Primates,Cercopithecidae,9492.5,9.4925,46,AnAge
Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,3705,3.705,31.2,AnAge
Cercopithecus campbelli,Mammalia,Primates,Cercopithecidae,3600,3.6,30,AnAge
Cercopithecus cephus,Mammalia,Primates,Cercopithecidae,3585,3.585,36,AnAge
Cercopithecus diana,Mammalia,Primates,Cercopithecidae,4550,4.55,35.1,AnAge
Cercopithecus erythrogaster,Mammalia,Primates,Cercopithecidae,3250,3.25,24,AnAge
Cercopithecus hamlyni,Mammalia,Primates,Cercopithecidae,4425,4.425,28.6,AnAge
Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,8648.7,8.6487,37.8,AnAge
Cercopithecus mona,Mammalia,Primates,Cercopithecidae,4500,4.5,30,AnAge
Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,5945,5.945,30.8,AnAge
Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,5465,5.465,31,AnAge
Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,3650,3.65,29,AnAge
Cercopithecus pogonias,Mammalia,Primates,Cercopithecidae,3580,3.58,27,AnAge
Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,3390,3.39,24,AnAge
Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,5620,5.62,32,AnAge
Colobus angolensis,Mammalia,Primates,Cercopithecidae,8625,8.625,35.3,AnAge
Colobus guereza,Mammalia,Primates,Cercopithecidae,10623.6,10.6236,35,AnAge
Colobus polykomos,Mammalia,Primates,Cercopithecidae,9525,9.525,33.9,AnAge
Erythrocebus patas,Mammalia,Primates,Cercopithecidae,3000,3,30,AnAge
Lophocebus albigena,Mammalia,Primates,Cercopithecidae,9317.5,9.3175,36,AnAge
Macaca arctoides,Mammalia,Primates,Cercopithecidae,9275,9.275,29.2,AnAge
Macaca assamensis,Mammalia,Primates,Cercopithecidae,9100,9.1,31.4,AnAge
Macaca fascicularis,Mammalia,Primates,Cercopithecidae,6362.5,6.3625,39,AnAge
Macaca fuscata,Mammalia,Primates,Cercopithecidae,8882.5,8.8825,38.5,AnAge
Macaca maura,Mammalia,Primates,Cercopithecidae,5575,5.575,33,AnAge
Macaca mulatta,Mammalia,Primates,Cercopithecidae,8235,8.235,40,AnAge
Macaca nemestrina,Mammalia,Primates,Cercopithecidae,7912.5,7.9125,37.6,AnAge
Macaca nigra,Mammalia,Primates,Cercopithecidae,7965,7.965,34,AnAge
Macaca ochreata,Mammalia,Primates,Cercopithecidae,3950,3.95,29,AnAge
Macaca radiata,Mammalia,Primates,Cercopithecidae,6755,6.755,30,AnAge
Macaca silenus,Mammalia,Primates,Cercopithecidae,7875,7.875,40,AnAge
Macaca sinica,Mammalia,Primates,Cercopithecidae,4370,4.37,29.3,AnAge
Macaca sylvanus,Mammalia,Primates,Cercopithecidae,10875,10.875,30,AnAge
Macaca thibetana,Mammalia,Primates,Cercopithecidae,10300,10.3,27,AnAge
